n,r,epsilon,seed,var_a,var_b,raw_mi_nats,synthetic_mi_nats,abs_mi_error_nats
3000,0,0.1,0,age,education_num,0.041517,0.007771,0.033746
3000,0,0.1,0,age,hours_per_week,0.131864,0.003316,0.128547
3000,0,0.1,0,age,income_class,0.129583,0.003871,0.125712
3000,0,0.1,0,education_num,hours_per_week,0.03584,0.004762,0.031078
3000,0,0.1,0,education_num,income_class,0.286015,0.0081,0.277915
3000,0,0.1,0,hours_per_week,income_class,0.045989,0.002084,0.043905
3000,0,0.1,1,age,education_num,0.041517,0.009585,0.031931
3000,0,0.1,1,age,hours_per_week,0.131864,0.003072,0.128792
3000,0,0.1,1,age,income_class,0.129583,0.003293,0.12629
3000,0,0.1,1,education_num,hours_per_week,0.03584,0.008113,0.027727
3000,0,0.1,1,education_num,income_class,0.286015,0.007023,0.278992
3000,0,0.1,1,hours_per_week,income_class,0.045989,0.00382,0.042168
3000,0,0.1,2,age,education_num,0.041517,0.008348,0.033169
3000,0,0.1,2,age,hours_per_week,0.131864,0.00373,0.128133
3000,0,0.1,2,age,income_class,0.129583,0.002839,0.126744
3000,0,0.1,2,education_num,hours_per_week,0.03584,0.008054,0.027786
3000,0,0.1,2,education_num,income_class,0.286015,0.006585,0.27943
3000,0,0.1,2,hours_per_week,income_class,0.045989,0.005284,0.040705
3000,0,0.1,3,age,education_num,0.041517,0.009247,0.03227
3000,0,0.1,3,age,hours_per_week,0.131864,0.005929,0.125935
3000,0,0.1,3,age,income_class,0.129583,0.002768,0.126815
3000,0,0.1,3,education_num,hours_per_week,0.03584,0.008403,0.027437
3000,0,0.1,3,education_num,income_class,0.286015,0.004489,0.281526
3000,0,0.1,3,hours_per_week,income_class,0.045989,0.00281,0.043179
3000,0,0.1,4,age,education_num,0.041517,0.008402,0.033115
3000,0,0.1,4,age,hours_per_week,0.131864,0.004071,0.127793
3000,0,0.1,4,age,income_class,0.129583,0.004279,0.125304
3000,0,0.1,4,education_num,hours_per_week,0.03584,0.012518,0.023322
3000,0,0.1,4,education_num,income_class,0.286015,0.008276,0.277738
3000,0,0.1,4,hours_per_week,income_class,0.045989,0.003595,0.042393
3000,0,0.5,0,age,education_num,0.041517,0.007338,0.034179
3000,0,0.5,0,age,hours_per_week,0.131864,0.003154,0.12871
3000,0,0.5,0,age,income_class,0.129583,0.003338,0.126245
3000,0,0.5,0,education_num,hours_per_week,0.03584,0.0056,0.03024
3000,0,0.5,0,education_num,income_class,0.286015,0.01168,0.274334
3000,0,0.5,0,hours_per_week,income_class,0.045989,0.002647,0.043342
3000,0,0.5,1,age,education_num,0.041517,0.008644,0.032872
3000,0,0.5,1,age,hours_per_week,0.131864,0.003431,0.128433
3000,0,0.5,1,age,income_class,0.129583,0.004372,0.125211
3000,0,0.5,1,education_num,hours_per_week,0.03584,0.008891,0.026949
3000,0,0.5,1,education_num,income_class,0.286015,0.007807,0.278207
3000,0,0.5,1,hours_per_week,income_class,0.045989,0.004954,0.041035
3000,0,0.5,2,age,education_num,0.041517,0.008541,0.032975
3000,0,0.5,2,age,hours_per_week,0.131864,0.002958,0.128905
3000,0,0.5,2,age,income_class,0.129583,0.003229,0.126354
3000,0,0.5,2,education_num,hours_per_week,0.03584,0.008275,0.027565
3000,0,0.5,2,education_num,income_class,0.286015,0.006194,0.27982
3000,0,0.5,2,hours_per_week,income_class,0.045989,0.004635,0.041354
3000,0,0.5,3,age,education_num,0.041517,0.00915,0.032367
3000,0,0.5,3,age,hours_per_week,0.131864,0.004939,0.126924
3000,0,0.5,3,age,income_class,0.129583,0.001852,0.127731
3000,0,0.5,3,education_num,hours_per_week,0.03584,0.010501,0.025339
3000,0,0.5,3,education_num,income_class,0.286015,0.006725,0.27929
3000,0,0.5,3,hours_per_week,income_class,0.045989,0.002792,0.043196
3000,0,0.5,4,age,education_num,0.041517,0.009347,0.03217
3000,0,0.5,4,age,hours_per_week,0.131864,0.004459,0.127404
3000,0,0.5,4,age,income_class,0.129583,0.004726,0.124857
3000,0,0.5,4,education_num,hours_per_week,0.03584,0.009318,0.026522
3000,0,0.5,4,education_num,income_class,0.286015,0.007638,0.278376
3000,0,0.5,4,hours_per_week,income_class,0.045989,0.006646,0.039343
3000,0,1.0,0,age,education_num,0.041517,0.00772,0.033797
3000,0,1.0,0,age,hours_per_week,0.131864,0.004017,0.127846
3000,0,1.0,0,age,income_class,0.129583,0.00496,0.124623
3000,0,1.0,0,education_num,hours_per_week,0.03584,0.008561,0.027279
3000,0,1.0,0,education_num,income_class,0.286015,0.010471,0.275543
3000,0,1.0,0,hours_per_week,income_class,0.045989,0.003038,0.042951
3000,0,1.0,1,age,education_num,0.041517,0.009561,0.031956
3000,0,1.0,1,age,hours_per_week,0.131864,0.003149,0.128715
3000,0,1.0,1,age,income_class,0.129583,0.003485,0.126098
3000,0,1.0,1,education_num,hours_per_week,0.03584,0.008901,0.026939
3000,0,1.0,1,education_num,income_class,0.286015,0.007325,0.27869
3000,0,1.0,1,hours_per_week,income_class,0.045989,0.003198,0.042791
3000,0,1.0,2,age,education_num,0.041517,0.008608,0.032909
3000,0,1.0,2,age,hours_per_week,0.131864,0.003285,0.128578
3000,0,1.0,2,age,income_class,0.129583,0.003261,0.126322
3000,0,1.0,2,education_num,hours_per_week,0.03584,0.008423,0.027417
3000,0,1.0,2,education_num,income_class,0.286015,0.006453,0.279562
3000,0,1.0,2,hours_per_week,income_class,0.045989,0.005526,0.040463
3000,0,1.0,3,age,education_num,0.041517,0.009309,0.032208
3000,0,1.0,3,age,hours_per_week,0.131864,0.005179,0.126685
3000,0,1.0,3,age,income_class,0.129583,0.002019,0.127564
3000,0,1.0,3,education_num,hours_per_week,0.03584,0.012284,0.023556
3000,0,1.0,3,education_num,income_class,0.286015,0.007602,0.278413
3000,0,1.0,3,hours_per_week,income_class,0.045989,0.003606,0.042383
3000,0,1.0,4,age,education_num,0.041517,0.00796,0.033557
3000,0,1.0,4,age,hours_per_week,0.131864,0.004197,0.127667
3000,0,1.0,4,age,income_class,0.129583,0.004796,0.124787
3000,0,1.0,4,education_num,hours_per_week,0.03584,0.009827,0.026013
3000,0,1.0,4,education_num,income_class,0.286015,0.007185,0.278829
3000,0,1.0,4,hours_per_week,income_class,0.045989,0.006756,0.039233
3000,0,2.0,0,age,education_num,0.041517,0.007658,0.033859
3000,0,2.0,0,age,hours_per_week,0.131864,0.004519,0.127344
3000,0,2.0,0,age,income_class,0.129583,0.00486,0.124723
3000,0,2.0,0,education_num,hours_per_week,0.03584,0.008037,0.027803
3000,0,2.0,0,education_num,income_class,0.286015,0.009809,0.276205
3000,0,2.0,0,hours_per_week,income_class,0.045989,0.002375,0.043614
3000,0,2.0,1,age,education_num,0.041517,0.009661,0.031856
3000,0,2.0,1,age,hours_per_week,0.131864,0.003715,0.128149
3000,0,2.0,1,age,income_class,0.129583,0.003585,0.125998
3000,0,2.0,1,education_num,hours_per_week,0.03584,0.00887,0.02697
3000,0,2.0,1,education_num,income_class,0.286015,0.006397,0.279618
3000,0,2.0,1,hours_per_week,income_class,0.045989,0.002998,0.04299
3000,0,2.0,2,age,education_num,0.041517,0.008486,0.033031
3000,0,2.0,2,age,hours_per_week,0.131864,0.002383,0.129481
3000,0,2.0,2,age,income_class,0.129583,0.004056,0.125527
3000,0,2.0,2,education_num,hours_per_week,0.03584,0.009563,0.026277
3000,0,2.0,2,education_num,income_class,0.286015,0.0076,0.278415
3000,0,2.0,2,hours_per_week,income_class,0.045989,0.00644,0.039548
3000,0,2.0,3,age,education_num,0.041517,0.00828,0.033237
3000,0,2.0,3,age,hours_per_week,0.131864,0.00489,0.126973
3000,0,2.0,3,age,income_class,0.129583,0.003041,0.126541
3000,0,2.0,3,education_num,hours_per_week,0.03584,0.009768,0.026072
3000,0,2.0,3,education_num,income_class,0.286015,0.008359,0.277655
3000,0,2.0,3,hours_per_week,income_class,0.045989,0.004071,0.041918
3000,0,2.0,4,age,education_num,0.041517,0.007743,0.033774
3000,0,2.0,4,age,hours_per_week,0.131864,0.004172,0.127691
3000,0,2.0,4,age,income_class,0.129583,0.005199,0.124384
3000,0,2.0,4,education_num,hours_per_week,0.03584,0.01067,0.02517
3000,0,2.0,4,education_num,income_class,0.286015,0.007925,0.278089
3000,0,2.0,4,hours_per_week,income_class,0.045989,0.006651,0.039338
3000,1,0.1,0,age,education_num,0.041517,0.152211,0.110694
3000,1,0.1,0,age,hours_per_week,0.131864,0.099842,0.032021
3000,1,0.1,0,age,income_class,0.129583,0.495914,0.366332
3000,1,0.1,0,education_num,hours_per_week,0.03584,0.13499,0.09915
3000,1,0.1,0,education_num,income_class,0.286015,0.602061,0.316047
3000,1,0.1,0,hours_per_week,income_class,0.045989,0.426861,0.380872
3000,1,0.1,1,age,education_num,0.041517,0.695559,0.654042
3000,1,0.1,1,age,hours_per_week,0.131864,0.542269,0.410405
3000,1,0.1,1,age,income_class,0.129583,0.115475,0.014108
3000,1,0.1,1,education_num,hours_per_week,0.03584,0.199885,0.164045
3000,1,0.1,1,education_num,income_class,0.286015,0.443587,0.157572
3000,1,0.1,1,hours_per_week,income_class,0.045989,0.029075,0.016913
3000,1,0.1,2,age,education_num,0.041517,0.074726,0.033209
3000,1,0.1,2,age,hours_per_week,0.131864,0.600766,0.468902
3000,1,0.1,2,age,income_class,0.129583,0.188171,0.058588
3000,1,0.1,2,education_num,hours_per_week,0.03584,0.026681,0.009159
3000,1,0.1,2,education_num,income_class,0.286015,0.608556,0.322541
3000,1,0.1,2,hours_per_week,income_class,0.045989,0.031585,0.014404
3000,1,0.1,3,age,education_num,0.041517,0.821868,0.780351
3000,1,0.1,3,age,hours_per_week,0.131864,0.550956,0.419092
3000,1,0.1,3,age,income_class,0.129583,0.306922,0.177339
3000,1,0.1,3,education_num,hours_per_week,0.03584,0.23265,0.19681
3000,1,0.1,3,education_num,income_class,0.286015,0.082029,0.203986
3000,1,0.1,3,hours_per_week,income_class,0.045989,0.088935,0.042946
3000,1,0.1,4,age,education_num,0.041517,0.058042,0.016525
3000,1,0.1,4,age,hours_per_week,0.131864,0.369425,0.237561
3000,1,0.1,4,age,income_class,0.129583,0.013043,0.11654
3000,1,0.1,4,education_num,hours_per_week,0.03584,0.388204,0.352364
3000,1,0.1,4,education_num,income_class,0.286015,0.545607,0.259592
3000,1,0.1,4,hours_per_week,income_class,0.045989,0.062872,0.016883
3000,1,0.5,0,age,education_num,0.041517,0.03751,0.004007
3000,1,0.5,0,age,hours_per_week,0.131864,0.02328,0.108584
3000,1,0.5,0,age,income_class,0.129583,0.170598,0.041015
3000,1,0.5,0,education_num,hours_per_week,0.03584,0.042276,0.006436
3000,1,0.5,0,education_num,income_class,0.286015,0.341599,0.055584
3000,1,0.5,0,hours_per_week,income_class,0.045989,0.193076,0.147087
3000,1,0.5,1,age,education_num,0.041517,0.19991,0.158394
3000,1,0.5,1,age,hours_per_week,0.131864,0.226576,0.094712
3000,1,0.5,1,age,income_class,0.129583,0.010442,0.119141
3000,1,0.5,1,education_num,hours_per_week,0.03584,0.021521,0.014319
3000,1,0.5,1,education_num,income_class,0.286015,0.188946,0.097069
3000,1,0.5,1,hours_per_week,income_class,0.045989,0.00533,0.040658
3000,1,0.5,2,age,education_num,0.041517,0.059142,0.017625
3000,1,0.5,2,age,hours_per_week,0.131864,0.00513,0.126734
3000,1,0.5,2,age,income_class,0.129583,0.166757,0.037175
3000,1,0.5,2,education_num,hours_per_week,0.03584,0.320048,0.284208
3000,1,0.5,2,education_num,income_class,0.286015,0.324401,0.038386
3000,1,0.5,2,hours_per_week,income_class,0.045989,0.027758,0.01823
3000,1,0.5,3,age,education_num,0.041517,0.228473,0.186957
3000,1,0.5,3,age,hours_per_week,0.131864,0.004596,0.127267
3000,1,0.5,3,age,income_class,0.129583,0.024379,0.105204
3000,1,0.5,3,education_num,hours_per_week,0.03584,0.042388,0.006548
3000,1,0.5,3,education_num,income_class,0.286015,0.264251,0.021763
3000,1,0.5,3,hours_per_week,income_class,0.045989,0.158249,0.11226
3000,1,0.5,4,age,education_num,0.041517,0.014147,0.027369
3000,1,0.5,4,age,hours_per_week,0.131864,0.174592,0.042728
3000,1,0.5,4,age,income_class,0.129583,0.003451,0.126132
3000,1,0.5,4,education_num,hours_per_week,0.03584,0.131029,0.095189
3000,1,0.5,4,education_num,income_class,0.286015,0.354232,0.068218
3000,1,0.5,4,hours_per_week,income_class,0.045989,0.015646,0.030343
3000,1,1.0,0,age,education_num,0.041517,0.034656,0.006861
3000,1,1.0,0,age,hours_per_week,0.131864,0.025899,0.105964
3000,1,1.0,0,age,income_class,0.129583,0.133963,0.00438
3000,1,1.0,0,education_num,hours_per_week,0.03584,0.033741,0.002099
3000,1,1.0,0,education_num,income_class,0.286015,0.28082,0.005195
3000,1,1.0,0,hours_per_week,income_class,0.045989,0.129689,0.083701
3000,1,1.0,1,age,education_num,0.041517,0.09792,0.056404
3000,1,1.0,1,age,hours_per_week,0.131864,0.147307,0.015443
3000,1,1.0,1,age,income_class,0.129583,0.008124,0.121459
3000,1,1.0,1,education_num,hours_per_week,0.03584,0.013074,0.022766
3000,1,1.0,1,education_num,income_class,0.286015,0.213446,0.072569
3000,1,1.0,1,hours_per_week,income_class,0.045989,0.003606,0.042383
3000,1,1.0,2,age,education_num,0.041517,0.055204,0.013687
3000,1,1.0,2,age,hours_per_week,0.131864,0.019885,0.111978
3000,1,1.0,2,age,income_class,0.129583,0.140853,0.01127
3000,1,1.0,2,education_num,hours_per_week,0.03584,0.037437,0.001597
3000,1,1.0,2,education_num,income_class,0.286015,0.287918,0.001903
3000,1,1.0,2,hours_per_week,income_class,0.045989,0.123781,0.077793
3000,1,1.0,3,age,education_num,0.041517,0.010801,0.030716
3000,1,1.0,3,age,hours_per_week,0.131864,0.19633,0.064467
3000,1,1.0,3,age,income_class,0.129583,0.011893,0.11769
3000,1,1.0,3,education_num,hours_per_week,0.03584,0.033202,0.002638
3000,1,1.0,3,education_num,income_class,0.286015,0.257279,0.028735
3000,1,1.0,3,hours_per_week,income_class,0.045989,0.112936,0.066947
3000,1,1.0,4,age,education_num,0.041517,0.037323,0.004193
3000,1,1.0,4,age,hours_per_week,0.131864,0.136621,0.004757
3000,1,1.0,4,age,income_class,0.129583,0.177416,0.047833
3000,1,1.0,4,education_num,hours_per_week,0.03584,0.009025,0.026815
3000,1,1.0,4,education_num,income_class,0.286015,0.265188,0.020826
3000,1,1.0,4,hours_per_week,income_class,0.045989,0.007143,0.038845
3000,1,2.0,0,age,education_num,0.041517,0.044309,0.002792
3000,1,2.0,0,age,hours_per_week,0.131864,0.022273,0.109591
3000,1,2.0,0,age,income_class,0.129583,0.124383,0.0052
3000,1,2.0,0,education_num,hours_per_week,0.03584,0.033561,0.002279
3000,1,2.0,0,education_num,income_class,0.286015,0.278368,0.007647
3000,1,2.0,0,hours_per_week,income_class,0.045989,0.086647,0.040658
3000,1,2.0,1,age,education_num,0.041517,0.038576,0.002941
3000,1,2.0,1,age,hours_per_week,0.131864,0.151793,0.019929
3000,1,2.0,1,age,income_class,0.129583,0.152678,0.023095
3000,1,2.0,1,education_num,hours_per_week,0.03584,0.008624,0.027216
3000,1,2.0,1,education_num,income_class,0.286015,0.236552,0.049463
3000,1,2.0,1,hours_per_week,income_class,0.045989,0.008673,0.037316
3000,1,2.0,2,age,education_num,0.041517,0.061862,0.020345
3000,1,2.0,2,age,hours_per_week,0.131864,0.007687,0.124177
3000,1,2.0,2,age,income_class,0.129583,0.170977,0.041394
3000,1,2.0,2,education_num,hours_per_week,0.03584,0.092242,0.056402
3000,1,2.0,2,education_num,income_class,0.286015,0.26741,0.018605
3000,1,2.0,2,hours_per_week,income_class,0.045989,0.021343,0.024645
3000,1,2.0,3,age,education_num,0.041517,0.043171,0.001655
3000,1,2.0,3,age,hours_per_week,0.131864,0.108393,0.023471
3000,1,2.0,3,age,income_class,0.129583,0.132706,0.003124
3000,1,2.0,3,education_num,hours_per_week,0.03584,0.010402,0.025438
3000,1,2.0,3,education_num,income_class,0.286015,0.254658,0.031356
3000,1,2.0,3,hours_per_week,income_class,0.045989,0.00759,0.038399
3000,1,2.0,4,age,education_num,0.041517,0.042535,0.001018
3000,1,2.0,4,age,hours_per_week,0.131864,0.138211,0.006347
3000,1,2.0,4,age,income_class,0.129583,0.145154,0.015571
3000,1,2.0,4,education_num,hours_per_week,0.03584,0.008558,0.027282
3000,1,2.0,4,education_num,income_class,0.286015,0.263326,0.022688
3000,1,2.0,4,hours_per_week,income_class,0.045989,0.005594,0.040394
3000,2,0.1,0,age,education_num,0.041517,0.339977,0.29846
3000,2,0.1,0,age,hours_per_week,0.131864,0.259337,0.127474
3000,2,0.1,0,age,income_class,0.129583,0.471518,0.341935
3000,2,0.1,0,education_num,hours_per_week,0.03584,0.10959,0.07375
3000,2,0.1,0,education_num,income_class,0.286015,0.268949,0.017066
3000,2,0.1,0,hours_per_week,income_class,0.045989,0.197943,0.151954
3000,2,0.1,1,age,education_num,0.041517,0.24248,0.200963
3000,2,0.1,1,age,hours_per_week,0.131864,0.210414,0.07855
3000,2,0.1,1,age,income_class,0.129583,0.170477,0.040894
3000,2,0.1,1,education_num,hours_per_week,0.03584,0.144878,0.109038
3000,2,0.1,1,education_num,income_class,0.286015,0.44282,0.156805
3000,2,0.1,1,hours_per_week,income_class,0.045989,0.168624,0.122635
3000,2,0.1,2,age,education_num,0.041517,0.305606,0.264089
3000,2,0.1,2,age,hours_per_week,0.131864,0.255955,0.124091
3000,2,0.1,2,age,income_class,0.129583,0.191299,0.061716
3000,2,0.1,2,education_num,hours_per_week,0.03584,0.12171,0.08587
3000,2,0.1,2,education_num,income_class,0.286015,0.12049,0.165524
3000,2,0.1,2,hours_per_week,income_class,0.045989,0.232046,0.186057
3000,2,0.1,3,age,education_num,0.041517,0.153965,0.112448
3000,2,0.1,3,age,hours_per_week,0.131864,0.292226,0.160362
3000,2,0.1,3,age,income_class,0.129583,0.294614,0.165031
3000,2,0.1,3,education_num,hours_per_week,0.03584,0.387885,0.352045
3000,2,0.1,3,education_num,income_class,0.286015,0.190408,0.095606
3000,2,0.1,3,hours_per_week,income_class,0.045989,0.269983,0.223994
3000,2,0.1,4,age,education_num,0.041517,0.358074,0.316558
3000,2,0.1,4,age,hours_per_week,0.131864,0.195789,0.063925
3000,2,0.1,4,age,income_class,0.129583,0.108042,0.021541
3000,2,0.1,4,education_num,hours_per_week,0.03584,0.422337,0.386497
3000,2,0.1,4,education_num,income_class,0.286015,0.294936,0.008922
3000,2,0.1,4,hours_per_week,income_class,0.045989,0.193652,0.147663
3000,2,0.5,0,age,education_num,0.041517,0.13308,0.091564
3000,2,0.5,0,age,hours_per_week,0.131864,0.030202,0.101661
3000,2,0.5,0,age,income_class,0.129583,0.129646,6.3e-05
3000,2,0.5,0,education_num,hours_per_week,0.03584,0.140991,0.105152
3000,2,0.5,0,education_num,income_class,0.286015,0.325789,0.039775
3000,2,0.5,0,hours_per_week,income_class,0.045989,0.14649,0.100501
3000,2,0.5,1,age,education_num,0.041517,0.128263,0.086746
3000,2,0.5,1,age,hours_per_week,0.131864,0.130359,0.001504
3000,2,0.5,1,age,income_class,0.129583,0.093379,0.036204
3000,2,0.5,1,education_num,hours_per_week,0.03584,0.077545,0.041705
3000,2,0.5,1,education_num,income_class,0.286015,0.204521,0.081493
3000,2,0.5,1,hours_per_week,income_class,0.045989,0.140373,0.094385
3000,2,0.5,2,age,education_num,0.041517,0.182713,0.141197
3000,2,0.5,2,age,hours_per_week,0.131864,0.034998,0.096865
3000,2,0.5,2,age,income_class,0.129583,0.095137,0.034446
3000,2,0.5,2,education_num,hours_per_week,0.03584,0.259119,0.223279
3000,2,0.5,2,education_num,income_class,0.286015,0.305787,0.019772
3000,2,0.5,2,hours_per_week,income_class,0.045989,0.09608,0.050091
3000,2,0.5,3,age,education_num,0.041517,0.063354,0.021837
3000,2,0.5,3,age,hours_per_week,0.131864,0.26494,0.133076
3000,2,0.5,3,age,income_class,0.129583,0.089392,0.04019
3000,2,0.5,3,education_num,hours_per_week,0.03584,0.243863,0.208023
3000,2,0.5,3,education_num,income_class,0.286015,0.275485,0.01053
3000,2,0.5,3,hours_per_week,income_class,0.045989,0.086514,0.040525
3000,2,0.5,4,age,education_num,0.041517,0.188145,0.146628
3000,2,0.5,4,age,hours_per_week,0.131864,0.084606,0.047258
3000,2,0.5,4,age,income_class,0.129583,0.04061,0.088973
3000,2,0.5,4,education_num,hours_per_week,0.03584,0.155821,0.119981
3000,2,0.5,4,education_num,income_class,0.286015,0.17188,0.114135
3000,2,0.5,4,hours_per_week,income_class,0.045989,0.11053,0.064541
3000,2,1.0,0,age,education_num,0.041517,0.091235,0.049718
3000,2,1.0,0,age,hours_per_week,0.131864,0.02415,0.107714
3000,2,1.0,0,age,income_class,0.129583,0.127646,0.001936
3000,2,1.0,0,education_num,hours_per_week,0.03584,0.110711,0.074871
3000,2,1.0,0,education_num,income_class,0.286015,0.269681,0.016334
3000,2,1.0,0,hours_per_week,income_class,0.045989,0.102725,0.056736
3000,2,1.0,1,age,education_num,0.041517,0.096763,0.055246
3000,2,1.0,1,age,hours_per_week,0.131864,0.126976,0.004888
3000,2,1.0,1,age,income_class,0.129583,0.094299,0.035284
3000,2,1.0,1,education_num,hours_per_week,0.03584,0.049043,0.013203
3000,2,1.0,1,education_num,income_class,0.286015,0.217008,0.069007
3000,2,1.0,1,hours_per_week,income_class,0.045989,0.1254,0.079411
3000,2,1.0,2,age,education_num,0.041517,0.103598,0.062082
3000,2,1.0,2,age,hours_per_week,0.131864,0.024175,0.107689
3000,2,1.0,2,age,income_class,0.129583,0.102048,0.027535
3000,2,1.0,2,education_num,hours_per_week,0.03584,0.179248,0.143408
3000,2,1.0,2,education_num,income_class,0.286015,0.277273,0.008741
3000,2,1.0,2,hours_per_week,income_class,0.045989,0.071583,0.025595
3000,2,1.0,3,age,education_num,0.041517,0.04426,0.002744
3000,2,1.0,3,age,hours_per_week,0.131864,0.228298,0.096434
3000,2,1.0,3,age,income_class,0.129583,0.076308,0.053275
3000,2,1.0,3,education_num,hours_per_week,0.03584,0.173722,0.137882
3000,2,1.0,3,education_num,income_class,0.286015,0.262828,0.023186
3000,2,1.0,3,hours_per_week,income_class,0.045989,0.082149,0.03616
3000,2,1.0,4,age,education_num,0.041517,0.032748,0.008769
3000,2,1.0,4,age,hours_per_week,0.131864,0.138281,0.006417
3000,2,1.0,4,age,income_class,0.129583,0.144725,0.015142
3000,2,1.0,4,education_num,hours_per_week,0.03584,0.071747,0.035907
3000,2,1.0,4,education_num,income_class,0.286015,0.158954,0.127061
3000,2,1.0,4,hours_per_week,income_class,0.045989,0.092206,0.046217
3000,2,2.0,0,age,education_num,0.041517,0.071012,0.029495
3000,2,2.0,0,age,hours_per_week,0.131864,0.018157,0.113707
3000,2,2.0,0,age,income_class,0.129583,0.130398,0.000815
3000,2,2.0,0,education_num,hours_per_week,0.03584,0.074641,0.038801
3000,2,2.0,0,education_num,income_class,0.286015,0.262515,0.023499
3000,2,2.0,0,hours_per_week,income_class,0.045989,0.07904,0.033051
3000,2,2.0,1,age,education_num,0.041517,0.056922,0.015405
3000,2,2.0,1,age,hours_per_week,0.131864,0.117366,0.014498
3000,2,2.0,1,age,income_class,0.129583,0.104579,0.025004
3000,2,2.0,1,education_num,hours_per_week,0.03584,0.04633,0.01049
3000,2,2.0,1,education_num,income_class,0.286015,0.238444,0.04757
3000,2,2.0,1,hours_per_week,income_class,0.045989,0.109296,0.063308
3000,2,2.0,2,age,education_num,0.041517,0.098011,0.056494
3000,2,2.0,2,age,hours_per_week,0.131864,0.12856,0.003303
3000,2,2.0,2,age,income_class,0.129583,0.132412,0.002829
3000,2,2.0,2,education_num,hours_per_week,0.03584,0.026587,0.009253
3000,2,2.0,2,education_num,income_class,0.286015,0.254088,0.031927
3000,2,2.0,2,hours_per_week,income_class,0.045989,0.061482,0.015494
3000,2,2.0,3,age,education_num,0.041517,0.097874,0.056357
3000,2,2.0,3,age,hours_per_week,0.131864,0.112307,0.019556
3000,2,2.0,3,age,income_class,0.129583,0.114043,0.01554
3000,2,2.0,3,education_num,hours_per_week,0.03584,0.134664,0.098824
3000,2,2.0,3,education_num,income_class,0.286015,0.261702,0.024313
3000,2,2.0,3,hours_per_week,income_class,0.045989,0.024919,0.02107
3000,2,2.0,4,age,education_num,0.041517,0.043477,0.00196
3000,2,2.0,4,age,hours_per_week,0.131864,0.134657,0.002793
3000,2,2.0,4,age,income_class,0.129583,0.141379,0.011796
3000,2,2.0,4,education_num,hours_per_week,0.03584,0.053108,0.017268
3000,2,2.0,4,education_num,income_class,0.286015,0.173873,0.112142
3000,2,2.0,4,hours_per_week,income_class,0.045989,0.068612,0.022623
5000,0,0.1,0,age,education_num,0.041681,0.005249,0.036432
